TaskID,TaskType,SourceRegion,ExecRegion,ArrivalHour,StartHour,Duration_h,FinishHour,GPU_Demand,PowerRate_MW_per_GPU,GPU_h,IT_MWh,MaxLatency_ms,ActualLatency_ms,LatestFinishHour
2159,AITraining,RegionD,RegionD,365,365,1.3666666666666667,366.3666666666667,124.0,0.16,169.46666666666667,27.11466666666667,150.0,5.0,2406.0
2160,RealTimeInference,RegionB,RegionB,1455,1455,4.2,1459.2,7.0,0.08,29.400000000000002,2.3520000000000003,20.0,5.0,1460.0
2161,RealTimeInference,RegionB,RegionB,1257,1257,1.85,1258.85,6.0,0.08,11.100000000000001,0.8880000000000001,20.0,5.0,1259.0
2162,BatchInference,RegionD,RegionD,1357,1357,2.5,1359.5,16.0,0.1,40.0,4.0,80.0,5.0,2406.0
2163,BatchInference,RegionE,RegionE,1067,1067,1.5833333333333333,1068.5833333333333,16.0,0.1,25.333333333333332,2.533333333333333,80.0,5.0,2406.0
2164,AITraining,RegionA,RegionA,1204,1204,2.0,1206.0,107.0,0.16,214.0,34.24,150.0,5.0,2406.0
2165,BatchInference,RegionA,RegionA,482,482,0.8666666666666667,482.8666666666667,16.0,0.1,13.866666666666667,1.3866666666666667,80.0,5.0,2406.0
2166,BatchInference,RegionB,RegionB,219,219,3.4833333333333334,222.48333333333332,22.0,0.1,76.63333333333334,7.663333333333334,80.0,5.0,2406.0
2167,AITraining,RegionD,RegionD,2390,2390,4.15,2394.15,57.0,0.16,236.55,37.848000000000006,150.0,5.0,2406.0
2168,AITraining,RegionE,RegionE,291,291,5.133333333333334,296.1333333333333,41.0,0.16,210.4666666666667,33.674666666666674,150.0,5.0,2406.0
2169,BatchInference,RegionE,RegionE,796,796,2.433333333333333,798.4333333333333,16.0,0.1,38.93333333333333,3.893333333333333,80.0,5.0,2406.0
2170,AITraining,RegionF,RegionF,490,490,3.6666666666666665,493.6666666666667,35.0,0.16,128.33333333333331,20.53333333333333,150.0,5.0,2406.0
2171,AITraining,RegionB,RegionB,1563,1563,4.616666666666666,1567.6166666666666,127.0,0.16,586.3166666666666,93.81066666666666,150.0,5.0,2406.0
2172,AITraining,RegionD,RegionD,1222,1222,4.6,1226.6,94.0,0.16,432.4,69.184,150.0,5.0,2406.0
2173,BatchInference,RegionB,RegionB,221,221,0.3333333333333333,221.33333333333334,13.0,0.1,4.333333333333333,0.43333333333333335,80.0,5.0,2406.0
2174,RealTimeInference,RegionB,RegionB,562,562,4.733333333333333,566.7333333333333,6.0,0.08,28.4,2.272,20.0,5.0,567.0
2175,RealTimeInference,RegionC,RegionC,1403,1403,6.35,1409.35,6.0,0.08,38.099999999999994,3.0479999999999996,20.0,5.0,1410.0
2176,BatchInference,RegionE,RegionE,2332,2332,3.816666666666667,2335.8166666666666,9.0,0.1,34.35,3.4350000000000005,80.0,5.0,2406.0
2177,BatchInference,RegionA,RegionA,586,586,4.016666666666667,590.0166666666667,4.0,0.1,16.066666666666666,1.6066666666666667,80.0,5.0,2406.0
2178,BatchInference,RegionA,RegionA,738,738,1.0166666666666666,739.0166666666667,11.0,0.1,11.183333333333334,1.1183333333333334,80.0,5.0,2406.0
2179,RealTimeInference,RegionA,RegionA,1997,1997,6.416666666666667,2003.4166666666667,6.0,0.08,38.5,3.08,20.0,5.0,2004.0
2180,BatchInference,RegionC,RegionC,724,724,6.133333333333334,730.1333333333333,10.0,0.1,61.333333333333336,6.133333333333334,80.0,5.0,2406.0
2181,BatchInference,RegionD,RegionD,237,237,2.716666666666667,239.71666666666667,7.0,0.1,19.016666666666666,1.9016666666666666,80.0,5.0,2406.0
2182,RealTimeInference,RegionC,RegionC,1851,1851,1.0,1852.0,6.0,0.08,6.0,0.48,20.0,5.0,1852.0
2183,BatchInference,RegionF,RegionF,857,857,5.3,862.3,8.0,0.1,42.4,4.24,80.0,5.0,2406.0
2184,RealTimeInference,RegionA,RegionA,2360,2360,1.6333333333333333,2361.633333333333,1.0,0.08,1.6333333333333333,0.13066666666666665,20.0,5.0,2362.0
2185,RealTimeInference,RegionA,RegionA,2005,2005,2.0833333333333335,2007.0833333333333,5.0,0.08,10.416666666666668,0.8333333333333335,20.0,5.0,2008.0
2186,RealTimeInference,RegionB,RegionB,530,530,1.4,531.4,6.0,0.08,8.399999999999999,0.6719999999999999,20.0,5.0,532.0
2187,AITraining,RegionE,RegionE,1776,1776,0.26666666666666666,1776.2666666666667,111.0,0.16,29.599999999999998,4.736,150.0,5.0,2406.0
2188,AITraining,RegionE,RegionE,1758,1758,0.3333333333333333,1758.3333333333333,125.0,0.16,41.666666666666664,6.666666666666666,150.0,5.0,2406.0
2189,BatchInference,RegionE,RegionE,1757,1757,4.8,1761.8,12.0,0.1,57.599999999999994,5.76,80.0,5.0,2406.0
2190,BatchInference,RegionF,RegionF,1570,1570,4.066666666666666,1574.0666666666666,21.0,0.1,85.39999999999999,8.54,80.0,5.0,2406.0
2191,RealTimeInference,RegionA,RegionA,154,154,0.5833333333333334,154.58333333333334,7.0,0.08,4.083333333333334,0.3266666666666667,20.0,5.0,155.0
2192,AITraining,RegionD,RegionD,816,816,0.6333333333333333,816.6333333333333,40.0,0.16,25.333333333333332,4.053333333333333,150.0,5.0,2406.0
2193,AITraining,RegionD,RegionD,1528,1528,5.716666666666667,1533.7166666666667,98.0,0.16,560.2333333333333,89.63733333333333,150.0,5.0,2406.0
2194,RealTimeInference,RegionB,RegionB,1319,1319,5.95,1324.95,3.0,0.08,17.85,1.4280000000000002,20.0,5.0,1325.0
2195,AITraining,RegionF,RegionF,780,780,3.6166666666666667,783.6166666666667,32.0,0.16,115.73333333333333,18.517333333333333,150.0,5.0,2406.0
2196,RealTimeInference,RegionD,RegionD,16,16,1.7,17.7,6.0,0.08,10.2,0.816,20.0,5.0,18.0
2197,AITraining,RegionB,RegionB,1019,1019,1.9833333333333334,1020.9833333333333,60.0,0.16,119.0,19.04,150.0,5.0,2406.0
2198,RealTimeInference,RegionA,RegionA,1410,1410,6.116666666666666,1416.1166666666666,1.0,0.08,6.116666666666666,0.4893333333333333,20.0,5.0,1417.0
2199,BatchInference,RegionB,RegionB,528,528,3.1666666666666665,531.1666666666666,13.0,0.1,41.166666666666664,4.116666666666666,80.0,5.0,2406.0
2200,RealTimeInference,RegionB,RegionB,1571,1571,5.483333333333333,1576.4833333333333,6.0,0.08,32.9,2.632,20.0,5.0,1577.0
2201,AITraining,RegionE,RegionE,1253,1253,0.26666666666666666,1253.2666666666667,102.0,0.16,27.2,4.352,150.0,5.0,2406.0
2202,RealTimeInference,RegionC,RegionC,267,267,3.65,270.65,6.0,0.08,21.9,1.752,20.0,5.0,271.0
2203,RealTimeInference,RegionF,RegionF,1221,1221,5.65,1226.65,1.0,0.08,5.65,0.452,20.0,5.0,1227.0
2204,BatchInference,RegionA,RegionA,1867,1867,6.5,1873.5,13.0,0.1,84.5,8.450000000000001,80.0,5.0,2406.0
2205,AITraining,RegionD,RegionD,2131,2131,5.283333333333333,2136.2833333333333,65.0,0.16,343.4166666666667,54.94666666666667,150.0,5.0,2406.0
2206,AITraining,RegionD,RegionD,2146,2146,4.083333333333333,2150.0833333333335,48.0,0.16,196.0,31.36,150.0,5.0,2406.0
2207,BatchInference,RegionD,RegionD,1776,1776,2.35,1778.35,5.0,0.1,11.75,1.175,80.0,5.0,2406.0
2208,AITraining,RegionE,RegionE,548,559,3.783333333333333,562.7833333333333,58.0,0.16,219.43333333333334,35.10933333333333,150.0,5.0,2406.0
2209,BatchInference,RegionF,RegionF,2007,2007,1.3333333333333333,2008.3333333333333,7.0,0.1,9.333333333333332,0.9333333333333332,80.0,5.0,2406.0
2210,BatchInference,RegionA,RegionA,771,771,3.3,774.3,21.0,0.1,69.3,6.93,80.0,5.0,2406.0
2211,RealTimeInference,RegionA,RegionA,1652,1652,4.366666666666666,1656.3666666666666,3.0,0.08,13.099999999999998,1.0479999999999998,20.0,5.0,1657.0
2212,RealTimeInference,RegionA,RegionA,935,935,4.216666666666667,939.2166666666667,3.0,0.08,12.65,1.012,20.0,5.0,940.0
2213,RealTimeInference,RegionB,RegionB,537,537,4.866666666666666,541.8666666666667,3.0,0.08,14.599999999999998,1.168,20.0,5.0,542.0
2214,RealTimeInference,RegionB,RegionB,89,89,2.75,91.75,6.0,0.08,16.5,1.32,20.0,5.0,92.0
2215,AITraining,RegionF,RegionF,2066,2066,6.066666666666666,2072.0666666666666,44.0,0.16,266.93333333333334,42.70933333333333,150.0,5.0,2406.0
2216,RealTimeInference,RegionE,RegionE,504,504,0.6666666666666666,504.6666666666667,7.0,0.08,4.666666666666666,0.3733333333333333,20.0,5.0,505.0
2217,BatchInference,RegionA,RegionA,153,153,0.43333333333333335,153.43333333333334,7.0,0.1,3.033333333333333,0.30333333333333334,80.0,5.0,2406.0
2218,BatchInference,RegionB,RegionB,1047,1047,0.8,1047.8,10.0,0.1,8.0,0.8,80.0,5.0,2406.0
2219,AITraining,RegionD,RegionD,199,199,0.65,199.65,120.0,0.16,78.0,12.48,150.0,5.0,2406.0
2220,AITraining,RegionE,RegionE,196,196,3.533333333333333,199.53333333333333,45.0,0.16,159.0,25.44,150.0,5.0,2406.0
2221,AITraining,RegionE,RegionE,442,442,4.616666666666666,446.6166666666667,81.0,0.16,373.95,59.832,150.0,5.0,2406.0
2222,AITraining,RegionF,RegionF,80,80,0.45,80.45,109.0,0.16,49.050000000000004,7.848000000000001,150.0,5.0,2406.0
2223,RealTimeInference,RegionA,RegionA,474,474,4.4,478.4,2.0,0.08,8.8,0.7040000000000001,20.0,5.0,479.0
2224,BatchInference,RegionA,RegionA,1819,1819,4.433333333333334,1823.4333333333334,10.0,0.1,44.333333333333336,4.433333333333334,80.0,5.0,2406.0
2225,BatchInference,RegionB,RegionB,506,506,1.3166666666666667,507.31666666666666,16.0,0.1,21.066666666666666,2.106666666666667,80.0,5.0,2406.0
2226,AITraining,RegionD,RegionD,1035,1035,2.683333333333333,1037.6833333333334,59.0,0.16,158.31666666666666,25.330666666666666,150.0,5.0,2406.0
2227,BatchInference,RegionD,RegionD,627,627,1.7333333333333334,628.7333333333333,22.0,0.1,38.13333333333333,3.8133333333333335,80.0,5.0,2406.0
2228,RealTimeInference,RegionC,RegionC,38,38,4.3,42.3,6.0,0.08,25.799999999999997,2.0639999999999996,20.0,5.0,43.0
2229,BatchInference,RegionF,RegionF,1723,1723,3.966666666666667,1726.9666666666667,13.0,0.1,51.56666666666667,5.156666666666667,80.0,5.0,2406.0
2230,AITraining,RegionB,RegionB,413,413,2.7333333333333334,415.73333333333335,27.0,0.16,73.8,11.808,150.0,5.0,2406.0
2231,AITraining,RegionD,RegionD,2131,2131,4.25,2135.25,54.0,0.16,229.5,36.72,150.0,5.0,2406.0
2232,BatchInference,RegionB,RegionB,561,561,0.6333333333333333,561.6333333333333,15.0,0.1,9.5,0.9500000000000001,80.0,5.0,2406.0
2233,BatchInference,RegionC,RegionC,429,429,3.316666666666667,432.31666666666666,4.0,0.1,13.266666666666667,1.3266666666666669,80.0,5.0,2406.0
2234,AITraining,RegionE,RegionE,482,482,3.15,485.15,30.0,0.16,94.5,15.120000000000001,150.0,5.0,2406.0
2235,BatchInference,RegionE,RegionE,466,466,3.0166666666666666,469.01666666666665,10.0,0.1,30.166666666666664,3.0166666666666666,80.0,5.0,2406.0
2236,RealTimeInference,RegionA,RegionA,2038,2038,4.466666666666667,2042.4666666666667,6.0,0.08,26.8,2.144,20.0,5.0,2043.0
2237,RealTimeInference,RegionA,RegionA,818,818,3.65,821.65,7.0,0.08,25.55,2.044,20.0,5.0,822.0
2238,BatchInference,RegionB,RegionB,2142,2142,3.25,2145.25,15.0,0.1,48.75,4.875,80.0,5.0,2406.0
2239,RealTimeInference,RegionB,RegionB,1466,1466,1.7333333333333334,1467.7333333333333,1.0,0.08,1.7333333333333334,0.1386666666666667,20.0,5.0,1468.0
2240,AITraining,RegionE,RegionE,1678,1678,6.466666666666667,1684.4666666666667,26.0,0.16,168.13333333333333,26.901333333333334,150.0,5.0,2406.0
2241,BatchInference,RegionE,RegionE,656,656,6.3,662.3,21.0,0.1,132.29999999999998,13.229999999999999,80.0,5.0,2406.0
2242,RealTimeInference,RegionD,RegionD,2245,2245,0.5166666666666667,2245.516666666667,2.0,0.08,1.0333333333333334,0.08266666666666668,20.0,5.0,2246.0
2243,BatchInference,RegionA,RegionA,850,850,6.533333333333333,856.5333333333333,5.0,0.1,32.666666666666664,3.2666666666666666,80.0,5.0,2406.0
2244,AITraining,RegionD,RegionD,1968,1968,0.5666666666666667,1968.5666666666666,21.0,0.16,11.9,1.9040000000000001,150.0,5.0,2406.0
2245,BatchInference,RegionB,RegionB,960,960,2.933333333333333,962.9333333333333,19.0,0.1,55.73333333333333,5.573333333333333,80.0,5.0,2406.0
2246,RealTimeInference,RegionB,RegionB,52,52,2.1333333333333333,54.13333333333333,4.0,0.08,8.533333333333333,0.6826666666666666,20.0,5.0,55.0
2247,AITraining,RegionE,RegionE,364,364,2.65,366.65,64.0,0.16,169.6,27.136,150.0,5.0,2406.0
2248,RealTimeInference,RegionC,RegionC,2351,2351,3.433333333333333,2354.4333333333334,5.0,0.08,17.166666666666664,1.373333333333333,20.0,5.0,2355.0
2249,AITraining,RegionF,RegionF,2023,2023,5.65,2028.65,57.0,0.16,322.05,51.528000000000006,150.0,5.0,2406.0
2250,RealTimeInference,RegionA,RegionA,368,368,6.45,374.45,3.0,0.08,19.35,1.548,20.0,5.0,375.0
2251,AITraining,RegionD,RegionD,307,307,2.2,309.2,30.0,0.16,66.0,10.56,150.0,5.0,2406.0
2252,AITraining,RegionD,RegionD,414,414,5.8,419.8,126.0,0.16,730.8,116.928,150.0,5.0,2406.0
2253,BatchInference,RegionD,RegionD,946,946,0.6333333333333333,946.6333333333333,13.0,0.1,8.233333333333333,0.8233333333333333,80.0,5.0,2406.0
2254,BatchInference,RegionD,RegionD,1212,1212,0.25,1212.25,18.0,0.1,4.5,0.45,80.0,5.0,2406.0
2255,BatchInference,RegionF,RegionF,1901,1901,5.05,1906.05,15.0,0.1,75.75,7.575,80.0,5.0,2406.0
2256,RealTimeInference,RegionA,RegionA,408,408,1.2666666666666666,409.26666666666665,5.0,0.08,6.333333333333333,0.5066666666666666,20.0,5.0,410.0
2257,RealTimeInference,RegionA,RegionA,161,161,3.066666666666667,164.06666666666666,7.0,0.08,21.46666666666667,1.7173333333333336,20.0,5.0,165.0
2258,BatchInference,RegionB,RegionB,1475,1475,1.5666666666666667,1476.5666666666666,7.0,0.1,10.966666666666667,1.0966666666666667,80.0,5.0,2406.0
2259,AITraining,RegionE,RegionE,1280,1280,2.4166666666666665,1282.4166666666667,82.0,0.16,198.16666666666666,31.706666666666667,150.0,5.0,2406.0
2260,BatchInference,RegionD,RegionD,474,474,3.4,477.4,19.0,0.1,64.6,6.46,80.0,5.0,2406.0
2261,RealTimeInference,RegionC,RegionC,187,187,5.716666666666667,192.71666666666667,1.0,0.08,5.716666666666667,0.45733333333333337,20.0,5.0,193.0
2262,RealTimeInference,RegionE,RegionE,566,566,0.4,566.4,5.0,0.08,2.0,0.16,20.0,5.0,567.0
2263,AITraining,RegionC,RegionC,698,698,3.9166666666666665,701.9166666666666,86.0,0.16,336.8333333333333,53.89333333333333,150.0,5.0,2406.0
2264,BatchInference,RegionB,RegionB,1464,1464,2.033333333333333,1466.0333333333333,12.0,0.1,24.4,2.44,80.0,5.0,2406.0
2265,BatchInference,RegionC,RegionC,1098,1098,0.16666666666666666,1098.1666666666667,8.0,0.1,1.3333333333333333,0.13333333333333333,80.0,5.0,2406.0
2266,AITraining,RegionE,RegionE,380,380,3.6166666666666667,383.6166666666667,25.0,0.16,90.41666666666667,14.466666666666669,150.0,5.0,2406.0
2267,BatchInference,RegionD,RegionD,1403,1403,6.3,1409.3,17.0,0.1,107.1,10.71,80.0,5.0,2406.0
2268,RealTimeInference,RegionC,RegionC,466,466,0.35,466.35,1.0,0.08,0.35,0.027999999999999997,20.0,5.0,467.0
2269,BatchInference,RegionA,RegionA,1639,1639,2.716666666666667,1641.7166666666667,20.0,0.1,54.333333333333336,5.433333333333334,80.0,5.0,2406.0
2270,BatchInference,RegionA,RegionA,1113,1113,5.716666666666667,1118.7166666666667,17.0,0.1,97.18333333333334,9.718333333333334,80.0,5.0,2406.0
2271,BatchInference,RegionB,RegionB,1958,1958,6.433333333333334,1964.4333333333334,12.0,0.1,77.2,7.720000000000001,80.0,5.0,2406.0
2272,BatchInference,RegionC,RegionC,683,683,0.5666666666666667,683.5666666666667,14.0,0.1,7.933333333333334,0.7933333333333334,80.0,5.0,2406.0
2273,RealTimeInference,RegionB,RegionB,542,542,2.5,544.5,2.0,0.08,5.0,0.4,20.0,5.0,545.0
2274,AITraining,RegionF,RegionF,240,240,4.883333333333334,244.88333333333333,58.0,0.16,283.23333333333335,45.31733333333334,150.0,5.0,2406.0
2275,RealTimeInference,RegionE,RegionE,424,424,5.466666666666667,429.46666666666664,2.0,0.08,10.933333333333334,0.8746666666666667,20.0,5.0,430.0
2276,BatchInference,RegionA,RegionA,1977,1977,2.7333333333333334,1979.7333333333333,22.0,0.1,60.13333333333333,6.013333333333334,80.0,5.0,2406.0
2277,AITraining,RegionD,RegionD,1794,1794,2.433333333333333,1796.4333333333334,47.0,0.16,114.36666666666666,18.298666666666666,150.0,5.0,2406.0
2278,RealTimeInference,RegionB,RegionB,1555,1555,5.183333333333334,1560.1833333333334,4.0,0.08,20.733333333333334,1.6586666666666667,20.0,5.0,1561.0
2279,BatchInference,RegionD,RegionD,118,118,0.25,118.25,5.0,0.1,1.25,0.125,80.0,5.0,2406.0
2280,AITraining,RegionE,RegionE,535,535,1.7166666666666666,536.7166666666667,95.0,0.16,163.08333333333331,26.09333333333333,150.0,5.0,2406.0
2281,BatchInference,RegionE,RegionE,1999,1999,3.433333333333333,2002.4333333333334,16.0,0.1,54.93333333333333,5.493333333333333,80.0,5.0,2406.0
2282,RealTimeInference,RegionA,RegionA,1684,1684,2.1166666666666667,1686.1166666666666,1.0,0.08,2.1166666666666667,0.16933333333333334,20.0,5.0,1687.0
2283,BatchInference,RegionA,RegionA,188,188,5.783333333333333,193.78333333333333,21.0,0.1,121.45,12.145000000000001,80.0,5.0,2406.0
2284,RealTimeInference,RegionA,RegionA,1071,1071,5.166666666666667,1076.1666666666667,2.0,0.08,10.333333333333334,0.8266666666666668,20.0,5.0,1077.0
2285,AITraining,RegionD,RegionD,1287,1287,1.4166666666666667,1288.4166666666667,62.0,0.16,87.83333333333334,14.053333333333335,150.0,5.0,2406.0
2286,RealTimeInference,RegionB,RegionB,2149,2149,2.05,2151.05,7.0,0.08,14.349999999999998,1.148,20.0,5.0,2152.0
2287,AITraining,RegionF,RegionF,2361,2361,3.533333333333333,2364.5333333333333,126.0,0.16,445.2,71.232,150.0,5.0,2406.0
2288,AITraining,RegionF,RegionF,2314,2314,5.3,2319.3,34.0,0.16,180.2,28.831999999999997,150.0,5.0,2406.0
2289,RealTimeInference,RegionA,RegionA,1385,1385,6.383333333333334,1391.3833333333334,2.0,0.08,12.766666666666667,1.0213333333333334,20.0,5.0,1392.0
2290,AITraining,RegionD,RegionD,2142,2142,3.75,2145.75,60.0,0.16,225.0,36.0,150.0,5.0,2406.0
2291,AITraining,RegionD,RegionD,390,390,1.0,391.0,120.0,0.16,120.0,19.2,150.0,5.0,2406.0
2292,BatchInference,RegionC,RegionC,1018,1018,3.716666666666667,1021.7166666666667,14.0,0.1,52.03333333333333,5.203333333333333,80.0,5.0,2406.0
2293,BatchInference,RegionD,RegionD,1416,1416,1.4166666666666667,1417.4166666666667,22.0,0.1,31.166666666666668,3.116666666666667,80.0,5.0,2406.0
2294,AITraining,RegionF,RegionF,1576,1576,5.95,1581.95,70.0,0.16,416.5,66.64,150.0,5.0,2406.0
2295,RealTimeInference,RegionF,RegionF,2286,2286,4.966666666666667,2290.9666666666667,4.0,0.08,19.866666666666667,1.5893333333333335,20.0,5.0,2291.0
2296,AITraining,RegionC,RegionC,223,223,6.466666666666667,229.46666666666667,34.0,0.16,219.86666666666667,35.17866666666667,150.0,5.0,2406.0
2297,RealTimeInference,RegionA,RegionA,642,642,0.7666666666666667,642.7666666666667,4.0,0.08,3.066666666666667,0.24533333333333335,20.0,5.0,643.0
2298,AITraining,RegionD,RegionD,1922,1922,1.7833333333333334,1923.7833333333333,41.0,0.16,73.11666666666667,11.698666666666668,150.0,5.0,2406.0
2299,BatchInference,RegionD,RegionD,677,677,1.4833333333333334,678.4833333333333,6.0,0.1,8.9,0.8900000000000001,80.0,5.0,2406.0
2300,RealTimeInference,RegionC,RegionC,2013,2013,2.25,2015.25,6.0,0.08,13.5,1.08,20.0,5.0,2016.0
2301,BatchInference,RegionF,RegionF,986,986,3.033333333333333,989.0333333333333,19.0,0.1,57.63333333333333,5.763333333333334,80.0,5.0,2406.0
2302,BatchInference,RegionA,RegionA,1139,1139,4.083333333333333,1143.0833333333333,17.0,0.1,69.41666666666666,6.941666666666666,80.0,5.0,2406.0
2303,RealTimeInference,RegionA,RegionA,2076,2076,1.5666666666666667,2077.5666666666666,7.0,0.08,10.966666666666667,0.8773333333333334,20.0,5.0,2078.0
2304,RealTimeInference,RegionB,RegionB,2254,2254,1.2333333333333334,2255.233333333333,2.0,0.08,2.466666666666667,0.19733333333333336,20.0,5.0,2256.0
2305,AITraining,RegionE,RegionE,1550,1550,2.066666666666667,1552.0666666666666,21.0,0.16,43.400000000000006,6.944000000000001,150.0,5.0,2406.0
2306,BatchInference,RegionD,RegionD,962,962,6.016666666666667,968.0166666666667,14.0,0.1,84.23333333333333,8.423333333333334,80.0,5.0,2406.0
2307,RealTimeInference,RegionC,RegionC,1880,1880,2.5833333333333335,1882.5833333333333,6.0,0.08,15.5,1.24,20.0,5.0,1883.0
2308,BatchInference,RegionF,RegionF,2347,2347,5.366666666666666,2352.366666666667,18.0,0.1,96.6,9.66,80.0,5.0,2406.0
2309,BatchInference,RegionA,RegionA,360,360,5.933333333333334,365.93333333333334,10.0,0.1,59.333333333333336,5.933333333333334,80.0,5.0,2406.0
2310,BatchInference,RegionB,RegionB,1831,1831,1.6166666666666667,1832.6166666666666,16.0,0.1,25.866666666666667,2.586666666666667,80.0,5.0,2406.0
2311,BatchInference,RegionC,RegionC,486,486,2.95,488.95,22.0,0.1,64.9,6.490000000000001,80.0,5.0,2406.0
2312,BatchInference,RegionD,RegionD,72,72,2.4,74.4,22.0,0.1,52.8,5.28,80.0,5.0,2406.0
2313,RealTimeInference,RegionC,RegionC,1652,1652,5.816666666666666,1657.8166666666666,2.0,0.08,11.633333333333333,0.9306666666666666,20.0,5.0,1658.0
2314,BatchInference,RegionF,RegionF,146,146,2.433333333333333,148.43333333333334,9.0,0.1,21.9,2.19,80.0,5.0,2406.0
2315,AITraining,RegionA,RegionA,2249,2249,1.65,2250.65,124.0,0.16,204.6,32.736,150.0,5.0,2406.0
2316,RealTimeInference,RegionA,RegionA,372,372,3.1,375.1,5.0,0.08,15.5,1.24,20.0,5.0,376.0
2317,AITraining,RegionD,RegionD,1247,1247,1.8333333333333333,1248.8333333333333,102.0,0.16,187.0,29.92,150.0,5.0,2406.0
2318,AITraining,RegionE,RegionE,2303,2303,0.6166666666666667,2303.616666666667,107.0,0.16,65.98333333333333,10.557333333333334,150.0,5.0,2406.0
2319,RealTimeInference,RegionC,RegionC,1868,1868,0.5666666666666667,1868.5666666666666,1.0,0.08,0.5666666666666667,0.04533333333333333,20.0,5.0,1869.0
2320,BatchInference,RegionE,RegionE,1488,1488,2.3833333333333333,1490.3833333333334,21.0,0.1,50.05,5.005,80.0,5.0,2406.0
2321,RealTimeInference,RegionE,RegionE,913,913,6.65,919.65,3.0,0.08,19.950000000000003,1.5960000000000003,20.0,5.0,920.0
2322,BatchInference,RegionA,RegionA,1359,1359,2.5166666666666666,1361.5166666666667,16.0,0.1,40.266666666666666,4.026666666666666,80.0,5.0,2406.0
2323,AITraining,RegionD,RegionD,1937,1937,4.466666666666667,1941.4666666666667,81.0,0.16,361.8,57.888000000000005,150.0,5.0,2406.0
2324,AITraining,RegionD,RegionD,1488,1488,2.683333333333333,1490.6833333333334,114.0,0.16,305.9,48.943999999999996,150.0,5.0,2406.0
2325,AITraining,RegionE,RegionE,1853,1853,4.166666666666667,1857.1666666666667,34.0,0.16,141.66666666666669,22.66666666666667,150.0,5.0,2406.0
2326,RealTimeInference,RegionC,RegionC,399,399,4.1,403.1,4.0,0.08,16.4,1.3119999999999998,20.0,5.0,404.0
2327,AITraining,RegionF,RegionF,908,908,0.16666666666666666,908.1666666666666,50.0,0.16,8.333333333333332,1.3333333333333333,150.0,5.0,2406.0
2328,RealTimeInference,RegionA,RegionA,1398,1398,2.25,1400.25,4.0,0.08,9.0,0.72,20.0,5.0,1401.0
2329,BatchInference,RegionA,RegionA,1195,1195,3.9166666666666665,1198.9166666666667,14.0,0.1,54.83333333333333,5.483333333333333,80.0,5.0,2406.0
2330,AITraining,RegionD,RegionD,2138,2138,3.6666666666666665,2141.6666666666665,108.0,0.16,396.0,63.36,150.0,5.0,2406.0
2331,BatchInference,RegionC,RegionC,435,435,5.633333333333334,440.6333333333333,19.0,0.1,107.03333333333335,10.703333333333335,80.0,5.0,2406.0
2332,RealTimeInference,RegionB,RegionB,672,672,5.75,677.75,1.0,0.08,5.75,0.46,20.0,5.0,678.0
2333,BatchInference,RegionE,RegionE,575,575,0.7166666666666667,575.7166666666667,15.0,0.1,10.75,1.075,80.0,5.0,2406.0
2334,AITraining,RegionF,RegionF,1676,1676,2.3833333333333333,1678.3833333333334,104.0,0.16,247.86666666666667,39.65866666666667,150.0,5.0,2406.0
2335,RealTimeInference,RegionA,RegionA,1041,1041,6.016666666666667,1047.0166666666667,5.0,0.08,30.083333333333332,2.4066666666666667,20.0,5.0,1048.0
2336,AITraining,RegionD,RegionD,802,802,0.8,802.8,120.0,0.16,96.0,15.36,150.0,5.0,2406.0
2337,RealTimeInference,RegionB,RegionB,494,494,0.65,494.65,7.0,0.08,4.55,0.364,20.0,5.0,495.0
2338,BatchInference,RegionD,RegionD,883,883,1.6166666666666667,884.6166666666667,23.0,0.1,37.18333333333334,3.7183333333333337,80.0,5.0,2406.0
2339,BatchInference,RegionD,RegionD,780,780,5.633333333333334,785.6333333333333,23.0,0.1,129.56666666666666,12.956666666666667,80.0,5.0,2406.0
2340,AITraining,RegionF,RegionF,1384,1384,0.21666666666666667,1384.2166666666667,110.0,0.16,23.833333333333336,3.813333333333334,150.0,5.0,2406.0
2341,RealTimeInference,RegionA,RegionA,1697,1697,0.3,1697.3,7.0,0.08,2.1,0.168,20.0,5.0,1698.0
2342,RealTimeInference,RegionA,RegionA,504,504,2.716666666666667,506.71666666666664,5.0,0.08,13.583333333333334,1.0866666666666667,20.0,5.0,507.0
2343,BatchInference,RegionB,RegionB,1873,1873,4.683333333333334,1877.6833333333334,7.0,0.1,32.78333333333333,3.2783333333333333,80.0,5.0,2406.0
2344,AITraining,RegionD,RegionD,2065,2065,5.283333333333333,2070.2833333333333,30.0,0.16,158.5,25.36,150.0,5.0,2406.0
2345,RealTimeInference,RegionB,RegionB,2043,2043,4.75,2047.75,5.0,0.08,23.75,1.9000000000000001,20.0,5.0,2048.0
2346,RealTimeInference,RegionC,RegionC,2172,2172,2.0,2174.0,7.0,0.08,14.0,1.12,20.0,5.0,2174.0
2347,AITraining,RegionF,RegionF,198,198,0.36666666666666664,198.36666666666667,17.0,0.16,6.2333333333333325,0.9973333333333332,150.0,5.0,2406.0
2348,AITraining,RegionB,RegionB,1772,1772,1.9666666666666666,1773.9666666666667,19.0,0.16,37.36666666666667,5.978666666666667,150.0,5.0,2406.0
