Hour,Region,IT_Load_MW,Total_Load_MW,AvailableRenewable_MW,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,DirectRenewable_MW,RenewableCharge_MW,GridCharge_MW,ChargePower_MW,DischargePower_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,SOC_MWh,NetGridImport_MW,Cost_CNY,CarbonEmission_tCO2
1436,RegionA,254.66,343.791,540.19,1018.22,0.0,0.6274,343.791,0.0,0.0,0.0,0.0,0.0,0.0,196.39900000000006,157.5,0.0,0.0,0.0
1437,RegionA,283.4899996667,382.711499550045,510.22,1017.58,0.0,0.6387,382.711499550045,0.0,0.0,0.0,0.0,0.0,0.0,127.50850044995502,157.5,0.0,0.0,0.0
1438,RegionA,283.54000033330004,382.7790004499551,500.0,631.21,0.0,0.6483,382.7790004499551,0.0,0.0,0.0,0.0,0.0,0.0,117.2209995500449,157.5,0.0,0.0,0.0
1439,RegionA,311.57000033329996,420.61950044995496,510.22,630.83,0.0,0.6555,420.61950044995496,0.0,0.0,0.0,0.0,0.0,0.0,89.60049955004507,157.5,0.0,0.0,0.0
1440,RegionA,346.4700003333,467.734500449955,540.19,455.33,0.0,0.6598,467.734500449955,0.0,0.0,0.0,0.0,0.0,0.0,72.45549955004503,157.5,0.0,0.0,0.0
1441,RegionA,384.01,518.4135,587.87,455.06,0.0,0.6609,518.4135,0.0,0.0,0.0,0.0,0.0,0.0,69.4565,157.5,0.0,0.0,0.0
1442,RegionA,397.21000000000004,536.2335,650.0,454.79,0.0,0.6586,536.2335,0.0,0.0,0.0,0.0,0.0,0.0,113.76649999999995,157.5,0.0,0.0,0.0
1443,RegionA,403.20000033329995,544.3200004499549,722.35,454.53,0.0,0.6531,544.3200004499549,0.0,0.0,0.0,0.0,0.0,0.0,178.0299995500451,157.5,0.0,0.0,0.0
1444,RegionA,403.20000033329995,544.3200004499549,800.0,454.28,0.0,0.6446,544.3200004499549,0.0,0.0,0.0,0.0,0.0,0.0,255.67999955004507,157.5,0.0,0.0,0.0
1445,RegionA,403.2,544.32,877.65,454.03,0.0,0.6338,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,157.5,0.0,0.0,0.0
1446,RegionA,403.19999966669997,544.3199995500449,950.0,453.79,0.0,0.6212,544.3199995500449,0.0,0.0,0.0,0.0,0.0,0.0,405.68000044995506,157.5,0.0,0.0,0.0
1447,RegionA,403.2000003333,544.320000449955,1012.13,697.77,0.0,0.6079,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,467.80999955004495,157.5,0.0,0.0,0.0
1448,RegionA,403.1999996667,544.319999550045,1059.81,697.42,0.0,0.5945,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,515.4900004499549,157.5,0.0,0.0,0.0
1449,RegionA,403.2,544.32,1089.78,697.07,0.0,0.582,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,157.5,0.0,0.0,0.0
1450,RegionA,399.12999966670003,538.825499550045,1100.0,696.74,0.0,0.5713,538.825499550045,0.0,0.0,0.0,0.0,0.0,0.0,561.174500449955,157.5,0.0,0.0,0.0
1451,RegionA,394.7499996667,532.912499550045,1089.78,696.42,0.0,0.5629,532.912499550045,0.0,0.0,0.0,0.0,0.0,0.0,556.867500449955,157.5,0.0,0.0,0.0
1452,RegionA,341.3210003333,460.78335044995504,1059.81,696.11,0.0,0.5575,460.78335044995504,0.0,0.0,0.0,0.0,0.0,0.0,599.0266495500449,157.5,0.0,0.0,0.0
1453,RegionA,335.3060003333,452.66310044995504,1012.13,695.81,0.0,0.5554,452.66310044995504,0.0,0.0,0.0,0.0,0.0,0.0,559.4668995500449,157.5,0.0,0.0,0.0
1454,RegionA,307.743,415.45305,950.0,695.53,0.0,0.5567,415.45305,0.0,0.0,0.0,0.0,0.0,0.0,534.5469499999999,157.5,0.0,0.0,0.0
1455,RegionA,281.59,380.1465,877.65,695.25,0.0,0.5613,380.1465,0.0,0.0,0.0,0.0,0.0,0.0,497.5035,157.5,0.0,0.0,0.0
1456,RegionA,246.3099996667,332.518499550045,800.0,694.99,0.0,0.5688,332.518499550045,0.0,0.0,0.0,0.0,0.0,0.0,467.481500449955,157.5,0.0,0.0,0.0
1457,RegionA,232.5299996667,313.915499550045,722.35,1007.38,0.0,0.5788,313.915499550045,0.0,0.0,0.0,0.0,0.0,0.0,408.434500449955,157.5,0.0,0.0,0.0
1458,RegionA,227.98999999999998,307.7865,650.0,1007.04,0.0,0.5904,307.7865,0.0,0.0,0.0,0.0,0.0,0.0,342.2135,157.5,0.0,0.0,0.0
1459,RegionA,227.1299996667,306.62549955004505,587.87,1006.73,0.0,0.603,306.62549955004505,0.0,0.0,0.0,0.0,0.0,0.0,281.24450044995496,157.5,0.0,0.0,0.0
1460,RegionA,224.69000033330002,303.33150044995506,540.19,1006.43,0.0,0.6155,303.33150044995506,0.0,0.0,0.0,0.0,0.0,0.0,236.858499550045,157.5,0.0,0.0,0.0
1461,RegionA,275.90999999999997,372.4785,510.22,1006.15,0.0,0.6272,372.4785,0.0,0.0,0.0,0.0,0.0,0.0,137.74150000000003,157.5,0.0,0.0,0.0
1462,RegionA,270.9899996667,365.836499550045,500.0,624.35,0.0,0.6373,365.836499550045,0.0,0.0,0.0,0.0,0.0,0.0,134.163500449955,157.5,0.0,0.0,0.0
1463,RegionA,313.74,423.54900000000004,510.22,624.2,0.0,0.645,423.54900000000004,0.0,0.0,0.0,0.0,0.0,0.0,86.67099999999999,157.5,0.0,0.0,0.0
1464,RegionA,354.5999996667,478.70999955004504,540.19,450.72,0.0,0.6498,478.70999955004504,0.0,0.0,0.0,0.0,0.0,0.0,61.480000449955014,157.5,0.0,0.0,0.0
1465,RegionA,396.87,535.7745,587.87,450.63,0.0,0.6513,535.7745,0.0,0.0,0.0,0.0,0.0,0.0,52.095500000000015,157.5,0.0,0.0,0.0
1466,RegionA,400.8100003333,541.0935004499551,650.0,450.55,0.0,0.6495,541.0935004499551,0.0,0.0,0.0,0.0,0.0,0.0,108.90649955004494,157.5,0.0,0.0,0.0
1467,RegionA,403.20000033329995,544.3200004499549,722.35,450.48,0.0,0.6445,544.3200004499549,0.0,0.0,0.0,0.0,0.0,0.0,178.0299995500451,157.5,0.0,0.0,0.0
1468,RegionA,403.2,544.32,800.0,450.43,0.0,0.6365,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,157.5,0.0,0.0,0.0
1469,RegionA,403.20000000000005,544.32,877.65,450.38,0.0,0.6262,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,157.5,0.0,0.0,0.0
1470,RegionA,403.2000003333,544.320000449955,950.0,450.34,0.0,0.6142,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,405.67999955004495,157.5,0.0,0.0,0.0
1471,RegionA,403.2,544.32,1012.13,692.79,0.0,0.6014,544.32,0.0,0.0,0.0,0.0,0.0,0.0,467.80999999999995,157.5,0.0,0.0,0.0
1472,RegionA,403.2000003333,544.320000449955,1059.81,692.76,0.0,0.5886,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,515.4899995500449,157.5,0.0,0.0,0.0
1473,RegionA,403.1999996667,544.319999550045,1089.78,692.75,0.0,0.5767,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,545.4600004499549,157.5,0.0,0.0,0.0
1474,RegionA,396.24,534.9240000000001,1100.0,692.75,0.0,0.5665,534.9240000000001,0.0,0.0,0.0,0.0,0.0,0.0,565.0759999999999,157.5,0.0,0.0,0.0
1475,RegionA,394.62000033329997,532.737000449955,1089.78,692.77,0.0,0.5588,532.737000449955,0.0,0.0,0.0,0.0,0.0,0.0,557.042999550045,157.5,0.0,0.0,0.0
1476,RegionA,391.80999999999995,528.9435,1059.81,692.81,0.0,0.554,528.9435,0.0,0.0,0.0,0.0,0.0,0.0,530.8665,157.5,0.0,0.0,0.0
1477,RegionA,321.89,434.55150000000003,1012.13,692.85,0.0,0.5524,434.55150000000003,0.0,0.0,0.0,0.0,0.0,0.0,577.5785,157.5,0.0,0.0,0.0
1478,RegionA,324.656,438.28560000000004,950.0,692.92,0.0,0.5543,438.28560000000004,0.0,0.0,0.0,0.0,0.0,0.0,511.71439999999996,157.5,0.0,0.0,0.0
1479,RegionA,263.7100003333,356.008500449955,877.65,692.99,0.0,0.5595,356.008500449955,0.0,0.0,0.0,0.0,0.0,0.0,521.641499550045,157.5,0.0,0.0,0.0
1480,RegionA,237.0200003333,319.977000449955,800.0,693.08,0.0,0.5676,319.977000449955,0.0,0.0,0.0,0.0,0.0,0.0,480.022999550045,157.5,0.0,0.0,0.0
1481,RegionA,238.13,321.4755,722.35,1005.13,0.0,0.5782,321.4755,0.0,0.0,0.0,0.0,0.0,0.0,400.8745,157.5,0.0,0.0,0.0
1482,RegionA,225.04000033330001,303.804000449955,650.0,1005.3,0.0,0.5904,303.804000449955,0.0,0.0,0.0,0.0,0.0,0.0,346.195999550045,157.5,0.0,0.0,0.0
1483,RegionA,230.6500003333,311.377500449955,587.87,1005.49,0.0,0.6036,311.377500449955,0.0,0.0,0.0,0.0,0.0,0.0,276.492499550045,157.5,0.0,0.0,0.0
1484,RegionA,256.7799996667,346.652999550045,540.19,1005.7,0.0,0.6167,346.652999550045,0.0,0.0,0.0,0.0,0.0,0.0,193.53700044995503,157.5,0.0,0.0,0.0
1485,RegionA,278.1299996667,375.475499550045,510.22,1005.94,0.0,0.6291,375.475499550045,0.0,0.0,0.0,0.0,0.0,0.0,134.744500449955,157.5,0.0,0.0,0.0
1486,RegionA,290.64999966669996,392.37749955004494,500.0,624.53,0.0,0.6397,392.37749955004494,0.0,0.0,0.0,0.0,0.0,0.0,107.62250044995506,157.5,0.0,0.0,0.0
1487,RegionA,332.23,448.51050000000004,510.22,624.7,0.0,0.648,448.51050000000004,0.0,0.0,0.0,0.0,0.0,0.0,61.70949999999999,157.5,0.0,0.0,0.0
1488,RegionA,366.7000003333,495.04500044995507,540.19,451.3,0.0,0.6534,495.04500044995507,0.0,0.0,0.0,0.0,0.0,0.0,45.144999550044986,157.5,0.0,0.0,0.0
1489,RegionA,381.07,514.4445000000001,587.87,451.43,0.0,0.6555,514.4445000000001,0.0,0.0,0.0,0.0,0.0,0.0,73.42549999999994,157.5,0.0,0.0,0.0
1490,RegionA,394.74,532.899,650.0,451.58,0.0,0.6543,532.899,0.0,0.0,0.0,0.0,0.0,0.0,117.101,157.5,0.0,0.0,0.0
1491,RegionA,403.2,544.32,722.35,451.73,0.0,0.6498,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,157.5,0.0,0.0,0.0
1492,RegionA,403.2,544.32,800.0,451.89,0.0,0.6424,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,157.5,0.0,0.0,0.0
1493,RegionA,403.2,544.32,877.65,452.05,0.0,0.6327,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,157.5,0.0,0.0,0.0
1494,RegionA,403.2,544.32,950.0,452.22,0.0,0.6212,544.32,0.0,0.0,0.0,0.0,0.0,0.0,405.67999999999995,157.5,0.0,0.0,0.0
1495,RegionA,403.2000003333,544.320000449955,1012.13,696.0,0.0,0.609,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,467.80999955004495,157.5,0.0,0.0,0.0
1496,RegionA,403.20000033329995,544.3200004499549,1059.81,696.28,0.0,0.5967,544.3200004499549,0.0,0.0,0.0,0.0,0.0,0.0,515.489999550045,157.5,0.0,0.0,0.0
1497,RegionA,403.1999996667,544.319999550045,1089.78,696.58,0.0,0.5853,544.319999550045,0.0,0.0,0.0,0.0,0.0,0.0,545.4600004499549,157.5,0.0,0.0,0.0
1498,RegionA,391.9600003333,529.1460004499551,1100.0,696.87,0.0,0.5756,529.1460004499551,0.0,0.0,0.0,0.0,0.0,0.0,570.8539995500449,157.5,0.0,0.0,0.0
1499,RegionA,370.02999966669995,499.54049955004496,1089.78,697.18,0.0,0.5684,499.54049955004496,0.0,0.0,0.0,0.0,0.0,0.0,590.239500449955,157.5,0.0,0.0,0.0
1500,RegionA,333.844,450.68940000000003,1059.81,697.49,0.0,0.564,450.68940000000003,0.0,0.0,0.0,0.0,0.0,0.0,609.1206,157.5,0.0,0.0,0.0
1501,RegionA,329.13700033329997,444.334950449955,1012.13,697.82,0.0,0.563,444.334950449955,0.0,0.0,0.0,0.0,0.0,0.0,567.795049550045,157.5,0.0,0.0,0.0
1502,RegionA,306.9500003333,414.38250044995505,950.0,698.14,0.0,0.5653,414.38250044995505,0.0,0.0,0.0,0.0,0.0,0.0,535.617499550045,157.5,0.0,0.0,0.0
1503,RegionA,289.55400000000003,390.89790000000005,877.65,698.47,0.0,0.5709,390.89790000000005,0.0,0.0,0.0,0.0,0.0,0.0,486.7520999999999,157.5,0.0,0.0,0.0
1504,RegionA,242.7700003333,327.739500449955,800.0,698.81,0.0,0.5794,327.739500449955,0.0,0.0,0.0,0.0,0.0,0.0,472.260499550045,157.5,0.0,0.0,0.0
1505,RegionA,239.29999999999998,323.055,722.35,1013.77,0.0,0.5904,323.055,0.0,0.0,0.0,0.0,0.0,0.0,399.295,157.5,0.0,0.0,0.0
1506,RegionA,240.56,324.75600000000003,650.0,1014.27,0.0,0.603,324.75600000000003,0.0,0.0,0.0,0.0,0.0,0.0,325.24399999999997,157.5,0.0,0.0,0.0
1507,RegionA,233.87,315.72450000000003,587.87,1014.78,0.0,0.6165,315.72450000000003,0.0,0.0,0.0,0.0,0.0,0.0,272.14549999999997,157.5,0.0,0.0,0.0
1508,RegionA,247.35999966670002,333.93599955004504,540.19,1015.29,0.0,0.6301,333.93599955004504,0.0,0.0,0.0,0.0,0.0,0.0,206.25400044995502,157.5,0.0,0.0,0.0
1509,RegionA,279.5799996667,377.43299955004505,510.22,1015.81,0.0,0.6427,377.43299955004505,0.0,0.0,0.0,0.0,0.0,0.0,132.78700044995497,157.5,0.0,0.0,0.0
1510,RegionA,298.48000033330004,402.9480004499551,500.0,630.82,0.0,0.6537,402.9480004499551,0.0,0.0,0.0,0.0,0.0,0.0,97.05199955004491,157.5,0.0,0.0,0.0
1511,RegionA,298.8700003333,403.4745004499551,510.22,631.14,0.0,0.6623,403.4745004499551,0.0,0.0,0.0,0.0,0.0,0.0,106.74549955004494,157.5,0.0,0.0,0.0
1512,RegionA,327.17,441.6795000000001,540.19,456.06,0.0,0.6679,441.6795000000001,0.0,0.0,0.0,0.0,0.0,0.0,98.51049999999998,157.5,0.0,0.0,0.0
1513,RegionA,372.05000033330003,502.2675004499551,587.87,456.29,0.0,0.6703,502.2675004499551,0.0,0.0,0.0,0.0,0.0,0.0,85.60249955004491,157.5,0.0,0.0,0.0
1514,RegionA,403.2,544.32,650.0,456.53,0.0,0.6693,544.32,0.0,0.0,0.0,0.0,0.0,0.0,105.67999999999995,157.5,0.0,0.0,0.0
1515,RegionA,403.2000003333,544.320000449955,722.35,456.76,0.0,0.665,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,178.02999955004498,157.5,0.0,0.0,0.0
1516,RegionA,403.2,544.32,800.0,456.99,0.0,0.6578,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,157.5,0.0,0.0,0.0
1517,RegionA,403.19999966669997,544.3199995500449,877.65,457.22,0.0,0.6483,544.3199995500449,0.0,0.0,0.0,0.0,0.0,0.0,333.33000044995504,157.5,0.0,0.0,0.0
1518,RegionA,403.2000003333,544.320000449955,950.0,457.45,0.0,0.637,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,405.67999955004495,157.5,0.0,0.0,0.0
1519,RegionA,403.20000033329995,544.3200004499549,1012.13,704.11,0.0,0.6248,544.3200004499549,0.0,0.0,0.0,0.0,0.0,0.0,467.80999955004506,157.5,0.0,0.0,0.0
1520,RegionA,403.2,544.32,1059.81,704.46,0.0,0.6126,544.32,0.0,0.0,0.0,0.0,0.0,0.0,515.4899999999999,157.5,0.0,0.0,0.0
1521,RegionA,403.20000033329995,544.3200004499549,1089.78,704.8,0.0,0.6013,544.3200004499549,0.0,0.0,0.0,0.0,0.0,0.0,545.459999550045,157.5,0.0,0.0,0.0
1522,RegionA,395.84000000000003,534.3840000000001,1100.0,705.13,0.0,0.5917,534.3840000000001,0.0,0.0,0.0,0.0,0.0,0.0,565.6159999999999,157.5,0.0,0.0,0.0
1523,RegionA,384.4999996667,519.074999550045,1089.78,705.46,0.0,0.5845,519.074999550045,0.0,0.0,0.0,0.0,0.0,0.0,570.7050004499549,157.5,0.0,0.0,0.0
1524,RegionA,369.7799996667,499.20299955004504,1059.81,705.78,0.0,0.5802,499.20299955004504,0.0,0.0,0.0,0.0,0.0,0.0,560.607000449955,157.5,0.0,0.0,0.0
1525,RegionA,337.9430003333,456.22305044995505,1012.13,706.1,0.0,0.5791,456.22305044995505,0.0,0.0,0.0,0.0,0.0,0.0,555.9069495500449,157.5,0.0,0.0,0.0
1526,RegionA,302.562,408.4587,950.0,706.41,0.0,0.5814,408.4587,0.0,0.0,0.0,0.0,0.0,0.0,541.5413,157.5,0.0,0.0,0.0
1527,RegionA,294.3119996667,397.32119955004504,877.65,706.71,0.0,0.5869,397.32119955004504,0.0,0.0,0.0,0.0,0.0,0.0,480.32880044995494,157.5,0.0,0.0,0.0
1528,RegionA,252.19,340.4565,800.0,707.01,0.0,0.5954,340.4565,0.0,0.0,0.0,0.0,0.0,0.0,459.5435,157.5,0.0,0.0,0.0
1529,RegionA,218.19,294.5565,722.35,1025.58,0.0,0.6062,294.5565,0.0,0.0,0.0,0.0,0.0,0.0,427.7935,157.5,0.0,0.0,0.0
1530,RegionA,231.62,312.687,650.0,1025.98,0.0,0.6188,312.687,0.0,0.0,0.0,0.0,0.0,0.0,337.313,157.5,0.0,0.0,0.0
1531,RegionA,225.2000003333,304.02000044995503,587.87,1026.37,0.0,0.6321,304.02000044995503,0.0,0.0,0.0,0.0,0.0,0.0,283.84999955004497,157.5,0.0,0.0,0.0
1532,RegionA,257.92,348.19200000000006,540.19,1026.74,0.0,0.6455,348.19200000000006,0.0,0.0,0.0,0.0,0.0,0.0,191.998,157.5,0.0,0.0,0.0
1533,RegionA,261.6500003333,353.227500449955,510.22,1027.1,0.0,0.658,353.227500449955,0.0,0.0,0.0,0.0,0.0,0.0,156.992499550045,157.5,0.0,0.0,0.0
1534,RegionA,300.3299996667,405.44549955004504,500.0,637.73,0.0,0.6687,405.44549955004504,0.0,0.0,0.0,0.0,0.0,0.0,94.55450044995496,157.5,0.0,0.0,0.0
1535,RegionA,314.3900003333,424.42650044995503,510.22,637.93,0.0,0.6771,424.42650044995503,0.0,0.0,0.0,0.0,0.0,0.0,85.793499550045,157.5,0.0,0.0,0.0
1536,RegionA,392.28999999999996,529.5915,540.19,460.87,0.0,0.6825,529.5915,0.0,0.0,0.0,0.0,0.0,0.0,10.598500000000058,157.5,0.0,0.0,0.0
1537,RegionA,363.0699996667,490.14449955004505,587.87,461.0,0.0,0.6846,490.14449955004505,0.0,0.0,0.0,0.0,0.0,0.0,97.72550044995495,157.5,0.0,0.0,0.0
1538,RegionA,403.19999966669997,544.3199995500449,650.0,461.12,0.0,0.6833,544.3199995500449,0.0,0.0,0.0,0.0,0.0,0.0,105.68000044995506,157.5,0.0,0.0,0.0
1539,RegionA,403.2,544.32,722.35,461.24,0.0,0.6787,544.32,0.0,0.0,0.0,0.0,0.0,0.0,178.02999999999997,157.5,0.0,0.0,0.0
1540,RegionA,403.2000003333,544.320000449955,800.0,461.35,0.0,0.6712,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,255.67999955004495,157.5,0.0,0.0,0.0
1541,RegionA,403.20000000000005,544.32,877.65,461.45,0.0,0.6612,544.32,0.0,0.0,0.0,0.0,0.0,0.0,333.3299999999999,157.5,0.0,0.0,0.0
1542,RegionA,403.2,544.32,950.0,461.54,0.0,0.6496,544.32,0.0,0.0,0.0,0.0,0.0,0.0,405.67999999999995,157.5,0.0,0.0,0.0
1543,RegionA,403.2000003333,544.320000449955,1012.13,710.19,0.0,0.637,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,467.80999955004495,157.5,0.0,0.0,0.0
1544,RegionA,403.2000003333,544.320000449955,1059.81,710.3,0.0,0.6245,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,515.4899995500449,157.5,0.0,0.0,0.0
1545,RegionA,403.2,544.32,1089.78,710.4,0.0,0.6128,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,157.5,0.0,0.0,0.0
1546,RegionA,403.2,544.32,1100.0,710.49,0.0,0.6027,544.32,0.0,0.0,0.0,0.0,0.0,0.0,555.68,157.5,0.0,0.0,0.0
1547,RegionA,393.55,531.2925,1089.78,710.56,0.0,0.595,531.2925,0.0,0.0,0.0,0.0,0.0,0.0,558.4875,157.5,0.0,0.0,0.0
1548,RegionA,340.6199996667,459.836999550045,1059.81,710.62,0.0,0.5902,459.836999550045,0.0,0.0,0.0,0.0,0.0,0.0,599.973000449955,157.5,0.0,0.0,0.0
1549,RegionA,323.0000003333,436.05000044995506,1012.13,710.66,0.0,0.5887,436.05000044995506,0.0,0.0,0.0,0.0,0.0,0.0,576.0799995500449,157.5,0.0,0.0,0.0
1550,RegionA,305.63200033329997,412.603200449955,950.0,710.69,0.0,0.5905,412.603200449955,0.0,0.0,0.0,0.0,0.0,0.0,537.396799550045,157.5,0.0,0.0,0.0
1551,RegionA,277.95600033330004,375.2406004499551,877.65,710.7,0.0,0.5955,375.2406004499551,0.0,0.0,0.0,0.0,0.0,0.0,502.4093995500449,157.5,0.0,0.0,0.0
1552,RegionA,262.4200003333,354.267000449955,800.0,710.7,0.0,0.6035,354.267000449955,0.0,0.0,0.0,0.0,0.0,0.0,445.732999550045,157.5,0.0,0.0,0.0
1553,RegionA,218.10999999999999,294.4485,722.35,1030.49,0.0,0.6138,294.4485,0.0,0.0,0.0,0.0,0.0,0.0,427.9015,157.5,0.0,0.0,0.0
1554,RegionA,202.7699996667,273.739499550045,650.0,1030.44,0.0,0.6258,273.739499550045,0.0,0.0,0.0,0.0,0.0,0.0,376.260500449955,157.5,0.0,0.0,0.0
1555,RegionA,219.45000000000002,296.25750000000005,587.87,1030.37,0.0,0.6386,296.25750000000005,0.0,0.0,0.0,0.0,0.0,0.0,291.61249999999995,157.5,0.0,0.0,0.0
1556,RegionA,251.8899996667,340.05149955004504,540.19,1030.28,0.0,0.6514,340.05149955004504,0.0,0.0,0.0,0.0,0.0,0.0,200.13850044995502,157.5,0.0,0.0,0.0
1557,RegionA,288.24999966670003,389.13749955004505,510.22,1030.17,0.0,0.6633,389.13749955004505,0.0,0.0,0.0,0.0,0.0,0.0,121.08250044995498,157.5,0.0,0.0,0.0
1558,RegionA,271.29,366.24150000000003,500.0,639.33,0.0,0.6735,366.24150000000003,0.0,0.0,0.0,0.0,0.0,0.0,133.75849999999997,157.5,0.0,0.0,0.0
1559,RegionA,327.08,441.558,510.22,639.24,0.0,0.6812,441.558,0.0,0.0,0.0,0.0,0.0,0.0,68.66200000000003,157.5,0.0,0.0,0.0
1560,RegionA,330.7999996667,446.579999550045,540.19,461.59,0.0,0.686,446.579999550045,0.0,0.0,0.0,0.0,0.0,0.0,93.61000044995507,157.5,0.0,0.0,0.0
1561,RegionA,379.5000003333,512.325000449955,587.87,461.5,0.0,0.6876,512.325000449955,0.0,0.0,0.0,0.0,0.0,0.0,75.54499955004496,157.5,0.0,0.0,0.0
1562,RegionA,402.77,543.7395,650.0,461.41,0.0,0.6857,543.7395,0.0,0.0,0.0,0.0,0.0,0.0,106.26049999999998,157.5,0.0,0.0,0.0
1563,RegionA,403.2000003333,544.320000449955,722.35,461.3,0.0,0.6805,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,178.02999955004498,157.5,0.0,0.0,0.0
1564,RegionA,403.2,544.32,800.0,461.18,0.0,0.6724,544.32,0.0,0.0,0.0,0.0,0.0,0.0,255.67999999999995,157.5,0.0,0.0,0.0
1565,RegionA,403.2000003333,544.320000449955,877.65,461.06,0.0,0.6618,544.320000449955,0.0,0.0,0.0,0.0,0.0,0.0,333.32999955004493,157.5,0.0,0.0,0.0
1566,RegionA,403.19999966669997,544.3199995500449,950.0,460.92,0.0,0.6496,544.3199995500449,0.0,0.0,0.0,0.0,0.0,0.0,405.68000044995506,157.5,0.0,0.0,0.0
1567,RegionA,403.2,544.32,1012.13,708.89,0.0,0.6364,544.32,0.0,0.0,0.0,0.0,0.0,0.0,467.80999999999995,157.5,0.0,0.0,0.0
1568,RegionA,403.20000033329995,544.3200004499549,1059.81,708.66,0.0,0.6233,544.3200004499549,0.0,0.0,0.0,0.0,0.0,0.0,515.489999550045,157.5,0.0,0.0,0.0
1569,RegionA,403.2,544.32,1089.78,708.41,0.0,0.6109,544.32,0.0,0.0,0.0,0.0,0.0,0.0,545.4599999999999,157.5,0.0,0.0,0.0
1570,RegionA,403.19999966669997,544.3199995500449,1100.0,708.16,0.0,0.6003,544.3199995500449,0.0,0.0,0.0,0.0,0.0,0.0,555.6800004499551,157.5,0.0,0.0,0.0
1571,RegionA,346.26000000000005,467.4510000000001,1089.78,707.88,0.0,0.592,467.4510000000001,0.0,0.0,0.0,0.0,0.0,0.0,622.329,157.5,0.0,0.0,0.0
1572,RegionA,350.1999996667,472.76999955004504,1059.81,707.6,0.0,0.5866,472.76999955004504,0.0,0.0,0.0,0.0,0.0,0.0,587.040000449955,157.5,0.0,0.0,0.0
1573,RegionA,327.80999966670004,442.54349955004506,1012.13,707.31,0.0,0.5845,442.54349955004506,0.0,0.0,0.0,0.0,0.0,0.0,569.5865004499549,157.5,0.0,0.0,0.0
1574,RegionA,330.77400033329997,446.544900449955,950.0,707.0,0.0,0.5857,446.544900449955,0.0,0.0,0.0,0.0,0.0,0.0,503.455099550045,157.5,0.0,0.0,0.0
1575,RegionA,290.3669996667,391.995449550045,877.65,706.68,0.0,0.5902,391.995449550045,0.0,0.0,0.0,0.0,0.0,0.0,485.65455044995497,157.5,0.0,0.0,0.0
1576,RegionA,253.08100033329998,341.659350449955,800.0,706.36,0.0,0.5976,341.659350449955,0.0,0.0,0.0,0.0,0.0,0.0,458.340649550045,157.5,0.0,0.0,0.0
1577,RegionA,222.22,299.997,722.35,1023.73,0.0,0.6073,299.997,0.0,0.0,0.0,0.0,0.0,0.0,422.353,157.5,0.0,0.0,0.0
1578,RegionA,230.3499996667,310.97249955004503,650.0,1023.22,0.0,0.6188,310.97249955004503,0.0,0.0,0.0,0.0,0.0,0.0,339.02750044995497,157.5,0.0,0.0,0.0
1579,RegionA,234.7500003333,316.912500449955,587.87,1022.71,0.0,0.631,316.912500449955,0.0,0.0,0.0,0.0,0.0,0.0,270.957499550045,157.5,0.0,0.0,0.0
1580,RegionA,250.17999999999998,337.743,540.19,1022.18,0.0,0.6433,337.743,0.0,0.0,0.0,0.0,0.0,0.0,202.44700000000006,157.5,0.0,0.0,0.0
1581,RegionA,260.19,351.2565,510.22,1021.63,0.0,0.6547,351.2565,0.0,0.0,0.0,0.0,0.0,0.0,158.9635,157.5,0.0,0.0,0.0
1582,RegionA,291.2000003333,393.12000044995506,500.0,633.77,0.0,0.6644,393.12000044995506,0.0,0.0,0.0,0.0,0.0,0.0,106.87999955004494,157.5,0.0,0.0,0.0
1583,RegionA,310.5399996667,419.22899955004505,510.22,633.42,0.0,0.6716,419.22899955004505,0.0,0.0,0.0,0.0,0.0,0.0,90.99100044995498,157.5,0.0,0.0,0.0
1584,RegionA,348.6199996667,470.636999550045,540.19,457.22,0.0,0.676,470.636999550045,0.0,0.0,0.0,0.0,0.0,0.0,69.55300044995505,157.5,0.0,0.0,0.0
