Hour,Region,Baseline_AI_IT_Load_MW,NonAI_IT_Load_MW,AvailableRenewable_MW,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,GridPurchase_MW,GridSell_MW,Curtailment_MW,RenewableCharge_MW,GridCharge_MW,ChargePower_MW,DischargePower_MW,SOC_MWh,NetGridImport_MW,CarbonEmission_tCO2,IT_Load_MW,DirectRenewable_MW,Cost_CNY
420,RegionA,19.646,324.434,1059.81,742.45,0.0,0.5721,396.6988,0.0,992.0008,0.0,0.0,0.0,0.0,350.0,396.6988,226.9514,344.08000000000004,67.80919999999992,294529.02406
420,RegionB,15.201,333.129,1059.81,711.52,0.0,0.5352,387.4913,0.0,977.0558,0.0,0.0,0.0,0.0,320.0,387.4913,207.3854,348.33000000000004,82.75419999999997,275707.80977600004
420,RegionC,6.8293333333,355.020667,1059.81,690.89,0.0,0.5075,396.4959,0.0,956.9529,0.0,0.0,0.0,0.0,300.0,396.4959,201.2217,361.8500003333,102.85709999999995,273935.052351
420,RegionD,98.6846666667,267.135333,1059.81,443.41,345.86,0.3875,273.4668,180.0,685.0272,0.0,0.0,0.0,0.0,900.0,93.4668,105.9684,365.8199996667,194.78279999999995,59003.11378799999
420,RegionE,30.2593333333,350.440667,1059.81,391.85,305.64,0.203,128.4862,220.0,492.4212,0.0,0.0,0.0,0.0,820.0,-91.5138,26.0827,380.7000003333,347.38879999999995,-16893.48253
420,RegionF,67.1776666667,300.672333,1059.81,412.47,321.73,0.2399,229.8294,220.0,602.4699,0.0,0.0,0.0,0.0,850.0,9.8294,55.1361,367.8499996667,237.3400999999999,24017.132618000003
421,RegionA,22.9386666667,323.861333,1012.13,742.08,0.0,0.5697,398.4316,0.0,942.3816,0.0,0.0,0.0,0.0,350.0,398.4316,226.9865,346.7999996667,69.74839999999995,295668.121728
421,RegionB,4.952,318.528,1012.13,711.16,0.0,0.5329,358.5388,0.0,933.9708,0.0,0.0,0.0,0.0,320.0,358.5388,191.0653,323.48,78.15919999999994,254978.45300799998
421,RegionC,15.336,312.843,1012.13,690.55,0.0,0.5054,358.2437,0.0,917.4867,0.0,0.0,0.0,0.0,300.0,358.2437,181.0564,328.17900000000003,94.64329999999995,247385.18703499998
421,RegionD,120.9,215.065,1012.13,443.19,345.69,0.3859,249.86,180.0,651.9548,0.0,0.0,0.0,0.0,900.0,69.86,96.421,335.96500000000003,180.17520000000002,48511.2534
421,RegionE,54.7,277.33,1012.13,391.65,305.49,0.2022,114.6057,220.0,491.6982,0.0,0.0,0.0,0.0,820.0,-105.3943,23.1733,332.03,300.4318,-22322.477595000004
421,RegionF,45.0303333333,298.269667,1012.13,412.27,321.57,0.2389,217.1041,220.0,573.2431,0.0,0.0,0.0,0.0,850.0,-2.8959,51.8662,343.30000033330003,218.88689999999997,18760.107307
422,RegionA,22.8916666667,295.296333,950.0,741.71,0.0,0.5707,365.1207,0.0,885.5669,0.0,0.0,0.0,0.0,350.0,365.1207,208.3744,318.1879996667,64.43309999999997,270813.674397
422,RegionB,6.045,314.491,950.0,710.8,0.0,0.5339,354.8334,0.0,872.1098,0.0,0.0,0.0,0.0,320.0,354.8334,189.4455,320.536,77.89020000000005,252215.58071999997
422,RegionC,27.936,289.932,950.0,690.2,0.0,0.5063,346.5397,0.0,857.8819,0.0,0.0,0.0,0.0,300.0,346.5397,175.453,317.868,92.11810000000003,239181.70094
422,RegionD,154.4906666667,168.260333,950.0,442.96,345.51,0.3866,239.6104,180.0,596.4891,0.0,0.0,0.0,0.0,900.0,59.6104,92.6334,322.7509996667,173.5109,43946.02278399999
422,RegionE,46.2346666667,258.845333,950.0,391.46,305.34,0.2025,112.1609,220.0,460.8109,0.0,0.0,0.0,0.0,820.0,-107.8391,22.7126,305.07999966669996,269.1891,-23268.294085999994
422,RegionF,56.4613333333,256.606667,950.0,412.06,321.41,0.2393,198.7982,220.0,531.2018,0.0,0.0,0.0,0.0,850.0,-21.2018,47.5724,313.0680003333,198.79819999999995,11206.586291999993
423,RegionA,29.4693333333,253.718667,877.65,741.33,0.0,0.575,325.349,0.0,820.6952,0.0,0.0,0.0,0.0,350.0,325.349,187.0757,283.1880003333,56.95479999999998,241190.97417
423,RegionB,6.3726666667,272.007333,877.65,710.44,0.0,0.5379,308.5508,0.0,810.3878,0.0,0.0,0.0,0.0,320.0,308.5508,165.9695,278.37999966670003,67.2622,219206.830352
423,RegionC,15.514,280.735,877.65,689.85,0.0,0.51,323.3886,0.0,792.215,0.0,0.0,0.0,0.0,300.0,323.3886,164.9282,296.249,85.43499999999995,223089.62571
423,RegionD,174.66,107.725,877.65,442.74,345.34,0.3895,210.0121,180.0,546.2093,0.0,0.0,0.0,0.0,900.0,30.0121,81.7997,282.385,151.4407,30819.55715400001
423,RegionE,50.088,230.02,877.65,391.26,305.18,0.204,112.9958,220.0,420.5108,0.0,0.0,0.0,0.0,820.0,-107.0042,23.0512,280.108,237.13919999999996,-22928.86329200001
423,RegionF,72.0603333333,204.309667,877.65,411.85,321.24,0.2411,174.7774,220.0,481.4375,0.0,0.0,0.0,0.0,850.0,-45.2226,42.1388,276.37000033329997,176.21249999999998,1309.2721900000033
424,RegionA,27.23,224.337,800.0,740.96,0.0,0.5822,290.0381,0.0,750.4227,0.0,0.0,0.0,0.0,350.0,290.0381,168.8602,251.56699999999998,49.57730000000004,214906.630576
424,RegionB,9.1533333333,253.136667,800.0,710.09,0.0,0.5446,291.7782,0.0,737.6867,0.0,0.0,0.0,0.0,320.0,291.7782,158.9024,262.2900003333,62.31330000000003,207188.78203800003
424,RegionC,37.6966666667,209.923333,800.0,689.51,0.0,0.5164,271.3288,0.0,729.6132,0.0,0.0,0.0,0.0,300.0,271.3288,140.1142,247.6199996667,70.3868,187083.920888
424,RegionD,144.6576666667,110.172333,800.0,442.52,345.17,0.3944,190.4968,180.0,484.3144,0.0,0.0,0.0,0.0,900.0,10.4968,75.1319,254.82999966670002,135.68560000000002,22168.043935999987
424,RegionE,58.0893333333,201.460667,800.0,391.06,305.03,0.2066,116.7975,220.0,372.36,0.0,0.0,0.0,0.0,820.0,-103.2025,24.1304,259.5500003333,207.64,-21431.769649999995
424,RegionF,90.936,148.714,800.0,411.65,321.09,0.2441,149.7312,220.0,425.3757,0.0,0.0,0.0,0.0,850.0,-70.2688,36.5494,239.65,154.6243,-9002.951519999988
425,RegionA,17.2386666667,214.421333,722.35,1073.86,0.0,0.5917,223.5778,0.0,678.1868,0.0,0.0,0.0,45.0,301.087,223.5778,132.291,231.6599996667,44.163200000000074,240091.25630799998
425,RegionB,23.1106666667,209.829333,722.35,1029.12,0.0,0.5536,220.1278,0.0,668.5088,0.0,0.0,0.0,40.5,275.9783,220.1278,121.8627,232.93999966669998,53.84120000000007,226537.92153599998
425,RegionC,30.719,211.151,722.35,999.29,0.0,0.5249,228.3695,0.0,655.1889,0.0,0.0,0.0,38.25,258.4239,228.3695,119.8712,241.87,67.16110000000003,228207.35765499997
425,RegionD,82.3026666667,115.792333,722.35,641.33,500.24,0.4009,0.0,180.0,438.0821,0.0,0.0,0.0,149.2937,739.4691,-180.0,0.0,198.0949996667,104.2679,-90043.2
425,RegionE,70.972,183.088,722.35,566.76,442.07,0.21,0.0,220.0,312.8887,0.0,0.0,0.0,128.1137,682.2433,-220.0,0.0,254.06,189.46130000000005,-97255.4
425,RegionF,100.3386666667,117.111333,722.35,596.59,465.34,0.2481,0.0,220.0,359.4161,0.0,0.0,0.0,133.2276,706.7445,-220.0,0.0,217.4499996667,142.93390000000005,-102374.79999999999
426,RegionA,13.9533333333,221.636667,650.0,1073.33,0.0,0.603,230.1102,0.0,607.0637,0.0,0.0,0.0,45.0,252.1739,230.1102,138.7565,235.5900003333,42.93629999999996,246984.18096599999
426,RegionB,26.924,208.496,650.0,1028.61,0.0,0.5641,224.8772,0.0,597.5602,0.0,0.0,0.0,40.5,231.9565,224.8772,126.8532,235.42000000000002,52.43979999999999,231310.93669199996
426,RegionC,25.48,236.57,650.0,998.79,0.0,0.5349,252.8613,0.0,579.4823,0.0,0.0,0.0,38.25,216.8478,252.8613,135.2555,262.05,70.51769999999999,252555.33782699998
426,RegionD,106.6266666667,132.723333,650.0,641.02,500.0,0.4085,0.289,180.0,345.921,0.0,0.0,0.0,182.0,543.7702,-179.711,0.118,239.3499996667,124.07900000000001,-89814.74522
426,RegionE,64.2623333333,172.337667,650.0,566.48,441.85,0.214,0.0,220.0,267.3375,0.0,0.0,0.0,133.0875,539.1384,-220.0,0.0,236.60000033330002,162.66250000000002,-97207.0
426,RegionF,89.8,145.08,650.0,596.29,465.11,0.2529,0.0,220.0,271.9023,0.0,0.0,0.0,140.1999,555.992,-220.0,0.0,234.88,158.09769999999997,-102324.2
427,RegionA,16.6226666667,209.187333,587.87,1072.8,0.0,0.6152,220.8953,0.0,548.9218,0.0,0.0,0.0,45.0,203.2609,220.8953,135.8948,225.80999966669998,38.94820000000004,236976.47783999998
427,RegionB,47.4383333333,208.031667,587.87,1028.1,0.0,0.5755,249.9739,0.0,533.4594,0.0,0.0,0.0,40.5,187.9348,249.9739,143.86,255.4700003333,54.410600000000045,256998.16658999995
427,RegionC,25.4906666667,239.079333,587.87,998.3,0.0,0.5457,258.3025,0.0,519.3159,0.0,0.0,0.0,38.25,175.2717,258.3025,140.9557,264.56999966669997,68.55409999999995,257863.38575
427,RegionD,122.8226666667,109.877333,587.87,640.7,499.75,0.4167,0.0,180.0,289.3934,0.0,0.0,0.0,179.3794,350.8891,-180.0,0.0,232.6999996667,118.47660000000002,-89955.0
427,RegionE,20.5866666667,226.633333,587.87,566.2,441.64,0.2183,0.0,220.0,197.9062,0.0,0.0,0.0,139.0612,389.6102,-220.0,0.0,247.2199996667,169.9638,-97160.8
427,RegionF,69.7453333333,161.674667,587.87,596.0,464.88,0.258,0.0,220.0,207.8482,0.0,0.0,0.0,133.8816,412.0333,-220.0,0.0,231.42000033329998,160.0218,-102273.6
428,RegionA,15.8893333333,227.030667,540.19,1072.28,0.0,0.6274,243.589,0.0,500.837,0.0,0.0,0.0,45.0,154.3478,243.589,152.8277,242.92000033329998,39.353000000000065,261195.61291999999
428,RegionB,29.842,191.918,540.19,1027.6,0.0,0.5869,213.9696,0.0,495.2836,0.0,0.0,0.0,40.5,143.913,213.9696,125.5788,221.76,44.906400000000076,219875.16096
428,RegionC,15.428,232.102,540.19,997.82,0.0,0.5565,241.8549,0.0,478.7035,0.0,0.0,0.0,38.25,133.6957,241.8549,134.5923,247.53,61.486500000000035,241327.656318
428,RegionD,131.8253333333,94.444667,540.19,640.39,499.5,0.425,0.0,180.0,247.236,0.0,0.0,0.0,176.6716,160.9196,-180.0,0.0,226.2700003333,112.95400000000006,-89910.0
428,RegionE,10.84,258.73,540.19,565.93,441.43,0.2226,0.0,195.1733,159.6873,0.0,0.0,0.0,151.6331,226.5638,-195.1733,0.0,269.57,185.32940000000002,-86155.34981900001
428,RegionF,92.965,159.995,540.19,595.71,464.65,0.2631,0.0,198.1567,162.1282,0.0,0.0,0.0,141.354,260.0397,-198.1567,0.0,252.96,179.90510000000006,-92073.51065499999
429,RegionA,15.7946666667,234.335333,510.22,1071.77,0.0,0.6387,252.1544,0.0,469.6989,0.0,0.0,0.0,45.0,105.4348,252.1544,161.051,250.1299996667,40.52110000000005,270251.521288
429,RegionB,12.3113333333,267.898667,510.22,1027.11,0.0,0.5975,281.041,0.0,453.4775,0.0,0.0,0.0,40.5,99.8913,281.041,167.922,280.2100003333,56.74250000000001,288660.02151
429,RegionC,8.72,248.32,510.22,997.34,0.0,0.5666,252.6165,0.0,446.3713,0.0,0.0,0.0,38.25,92.1196,252.6165,143.1325,257.04,63.84870000000001,251944.54011
429,RegionD,175.2096666667,98.850333,510.22,640.08,499.26,0.4326,150.7546,180.0,196.133,0.0,0.0,0.0,65.9552,90.0,-29.2454,65.2164,274.05999966670004,134.08700000000002,6628.204368000006
429,RegionE,11.4696666667,255.310333,510.22,565.65,441.21,0.2266,15.6194,179.7448,147.0639,0.0,0.0,0.0,134.4444,82.0,-164.1254,3.5393,266.7799996667,183.41130000000004,-70470.08959799999
429,RegionF,110.0013333333,128.918667,510.22,595.43,464.44,0.2678,0.0,184.5735,151.0147,0.0,0.0,0.0,128.7965,121.5488,-184.5735,0.0,238.92000033329998,174.63180000000006,-85723.31633999999
430,RegionA,10.6426666667,276.937333,500.0,664.92,0.0,0.6483,341.645,0.0,399.0026,54.4094,0.0,54.4094,0.0,156.0356,341.645,221.4885,287.5799996667,46.58800000000002,227166.59339999998
430,RegionB,11.35,264.72,500.0,637.21,0.0,0.6065,316.7903,0.0,394.5958,49.5,0.0,49.5,0.0,145.9263,316.7903,192.1333,276.07000000000005,55.9042,201861.947063
430,RegionC,10.6183333333,276.921667,500.0,618.74,0.0,0.5751,325.3803,0.0,381.8251,46.75,0.0,46.75,0.0,135.5971,325.3803,187.1262,287.5400003333,71.42489999999998,201325.80682199998
430,RegionD,188.2403333333,89.569667,500.0,397.1,309.74,0.4392,222.248,161.3265,131.9944,73.3302,0.0,73.3302,0.0,158.9304,60.9215,97.6113,277.81000033329997,133.3489,38285.41069
430,RegionE,75.3186666667,236.671333,500.0,350.93,273.73,0.23,175.4944,125.623,102.7825,57.1014,0.0,57.1014,0.0,135.6753,49.8713,40.3637,311.9899996667,214.4931,27199.466002
430,RegionF,82.372,230.998,500.0,369.4,288.13,0.2719,163.1718,116.6844,95.4691,53.0384,0.0,53.0384,0.0,171.4049,46.4873,44.3664,313.37,234.8081,26655.386747999997
431,RegionA,12.324,306.526,510.22,664.61,0.0,0.6555,378.7938,0.0,403.5663,55.0,0.0,55.0,0.0,207.1856,378.7938,248.2993,318.85,51.653700000000015,251750.14741799998
431,RegionB,15.466,294.144,510.22,636.92,0.0,0.6132,355.2775,0.0,398.024,49.5,0.0,49.5,0.0,191.9613,355.2775,217.8561,309.61,62.696000000000026,226283.34529999996
431,RegionC,8.3786666667,296.731333,510.22,618.46,0.0,0.5815,345.2625,0.0,387.6807,46.75,0.0,46.75,0.0,179.0746,345.2625,200.7701,305.1099996667,75.78930000000003,213531.04575000002
431,RegionD,199.0773333333,89.822667,510.22,396.92,309.6,0.4441,233.4176,164.4921,134.5844,74.7691,0.0,74.7691,0.0,229.2134,68.9255,103.6608,288.9000003333,136.37440000000007,41721.359632
431,RegionE,72.788,246.932,510.22,350.77,273.6,0.2326,179.8425,127.7815,104.5485,58.0825,0.0,58.0825,0.0,190.2728,52.061,41.8314,319.71999999999997,219.80750000000006,28122.335324999993
431,RegionF,48.5,276.32,510.22,369.23,288.0,0.2749,164.0076,115.1507,94.2142,52.3412,0.0,52.3412,0.0,220.6057,48.8569,45.0857,324.82,248.51390000000004,27393.124548000007
432,RegionA,11.1186666667,340.491333,540.19,479.78,0.0,0.6598,435.7127,0.0,428.2292,55.0,18.0,73.0,0.0,275.0756,435.7127,287.4832,351.6099996667,56.96080000000006,209046.23920599997
432,RegionB,16.629,338.951,540.19,459.78,0.0,0.6173,424.228,0.0,418.6851,49.5,16.2,65.7,0.0,253.0623,424.228,261.876,355.58000000000004,72.00490000000008,195051.54984
432,RegionC,5.8646666667,342.675333,540.19,446.46,0.0,0.5853,409.7079,0.0,406.8627,46.75,15.3,62.05,0.0,236.7811,409.7079,239.802,348.5399996667,86.57730000000004,182918.18903399998
432,RegionD,170.504,172.366,540.19,286.53,223.49,0.447,341.5152,167.3899,136.9554,76.0863,62.4,138.4863,0.0,359.3905,174.1253,152.6573,342.87,159.75840000000005,60444.38150499998
432,RegionE,90.584,260.856,540.19,253.21,197.5,0.2341,255.285,131.373,107.487,59.715,57.6,117.315,0.0,300.5489,123.912,59.7622,351.44,241.61500000000004,38694.54735000001
432,RegionF,89.467,297.093,540.19,266.54,207.9,0.2767,250.5002,105.494,86.3132,47.9518,60.0,107.9518,0.0,322.0803,145.0062,69.3134,386.56,300.4310000000001,44836.120708
433,RegionA,11.4186666667,391.781333,587.87,479.56,0.0,0.6609,497.0016,0.0,467.5516,55.0,18.0,73.0,0.0,342.9656,497.0016,328.4684,403.1999996667,65.3184,238342.087296
433,RegionB,10.0553333333,383.314667,587.87,459.58,0.0,0.6183,467.5921,0.0,458.7126,49.5,16.2,65.7,0.0,314.1633,467.5921,289.1122,393.37000033329997,79.6574,214895.977318
433,RegionC,43.5346666667,335.365333,587.87,446.26,0.0,0.5863,444.0632,0.0,447.0012,46.75,15.3,62.05,0.0,294.4876,444.0632,260.3543,378.8999996667,94.11880000000002,198167.643632
433,RegionD,89.9253333333,261.444667,587.87,286.4,223.39,0.4477,349.7826,180.0,160.3992,85.0998,62.4,147.4998,0.0,498.0403,169.7826,156.5976,351.37000033329997,162.37099999999998,59967.53663999999
433,RegionE,75.7013333333,293.748667,587.87,253.1,197.42,0.2345,265.4156,146.9042,120.1943,66.7746,57.6,124.3746,0.0,417.4611,118.5114,62.24,369.4500003333,253.99690000000004,38174.861196
433,RegionF,108.0786666667,269.241333,587.87,266.42,207.81,0.2772,243.0743,128.3691,105.0293,58.3496,60.0,118.3496,0.0,433.329,114.7052,67.3802,377.3199996667,296.12199999999996,38083.472335000006
434,RegionA,30.334,372.866,650.0,479.35,0.0,0.6586,486.5655,0.0,584.6816,0.0,7.5639,7.5639,0.0,350.0,486.5655,320.452,403.2,65.3184,233235.172425
434,RegionB,4.4573333333,389.142667,650.0,459.37,0.0,0.6161,457.932,0.0,570.296,0.0,6.276,6.276,0.0,320.0,457.932,282.1319,393.60000033330004,79.70399999999995,210360.22284
434,RegionC,45.8496666667,340.440333,650.0,446.06,0.0,0.5843,443.0531,0.0,554.0456,0.0,5.9273,5.9273,0.0,300.0,443.0531,258.8759,386.2899996667,95.95439999999996,197628.26578599997
434,RegionD,104.5713333333,296.758667,650.0,286.28,223.3,0.4462,391.1695,180.0,192.0537,93.0134,62.4,155.4134,0.0,644.129,211.1695,174.5398,401.3300003333,184.93289999999996,71790.00446
434,RegionE,76.224,318.896,650.0,252.99,197.33,0.2337,279.855,166.4762,136.2078,75.671,57.6,133.271,0.0,542.7358,113.3788,65.4021,395.12,271.645,37949.76790400001
434,RegionF,115.218,291.512,650.0,266.3,207.71,0.2762,256.2879,145.086,118.7067,65.9482,60.0,125.9482,0.0,551.7202,111.2019,70.7867,406.73,320.25909999999993,38113.65471
435,RegionA,75.4786666667,327.721333,722.35,479.14,0.0,0.6531,479.0016,0.0,657.0316,0.0,0.0,0.0,0.0,350.0,479.0016,312.8359,403.1999996667,65.3184,229508.82662399998
435,RegionB,4.7093333333,388.890667,722.35,459.18,0.0,0.6109,451.656,0.0,642.646,0.0,0.0,0.0,0.0,320.0,451.656,275.9167,393.6000003333,79.70400000000006,207391.40208
435,RegionC,46.5296666667,342.270333,722.35,445.87,0.0,0.5793,439.9661,0.0,625.7721,0.0,0.0,0.0,0.0,300.0,439.9661,254.8724,388.7999996667,96.5779,196167.685007
435,RegionD,71.24,352.31,722.35,286.15,223.2,0.4424,408.818,180.0,241.2992,105.3248,62.4,167.7248,0.0,801.7903,228.818,180.8611,423.55,195.72600000000003,76807.27069999998
435,RegionE,87.904,358.056,722.35,252.88,197.25,0.2317,308.4525,182.9311,149.6709,83.1505,57.6,140.7505,0.0,675.0413,125.5214,71.4684,445.96,306.5975000000001,41918.30872499999
435,RegionF,91.3176666667,336.842333,722.35,266.19,207.63,0.2739,267.7417,169.9845,139.0783,77.2657,60.0,137.2657,0.0,680.75,97.7572,73.3345,428.1599996667,336.02149999999995,35976.281387999996
436,RegionA,72.3666666667,330.833333,800.0,478.94,0.0,0.6446,479.0016,0.0,734.6816,0.0,0.0,0.0,0.0,350.0,479.0016,308.7644,403.19999966669997,65.3184,229413.026304
436,RegionB,16.216,377.384,800.0,458.98,0.0,0.603,451.656,0.0,720.296,0.0,0.0,0.0,0.0,320.0,451.656,272.3486,393.6,79.70399999999995,207301.07088
436,RegionC,34.436,354.364,800.0,445.68,0.0,0.5718,439.9661,0.0,703.4221,0.0,0.0,0.0,0.0,300.0,439.9661,251.5726,388.79999999999995,96.5779,196084.091448
436,RegionD,51.412,394.068,800.0,286.03,223.1,0.4367,425.0454,180.0,370.3525,42.0784,62.4,104.4784,0.0,900.0,245.0454,185.6173,445.47999999999996,207.5691,81417.73576199998
436,RegionE,55.272,394.008,800.0,252.77,197.16,0.2287,310.32,216.9797,177.5289,96.6114,57.6,154.2114,0.0,820.0,93.3403,70.9702,449.28,308.88,35659.868748
436,RegionF,81.7413333333,348.028667,800.0,266.08,207.54,0.2703,271.7945,205.0341,167.7552,93.1973,60.0,153.1973,0.0,824.7555,66.7604,73.466,429.7700003333,334.0134,29766.303446000005
437,RegionA,83.1253333333,320.074667,877.65,478.74,0.0,0.6338,479.0016,0.0,812.3316,0.0,0.0,0.0,0.0,350.0,479.0016,303.5912,403.20000033329995,65.3184,229317.225984
437,RegionB,17.914,375.686,877.65,458.79,0.0,0.5929,451.656,0.0,797.946,0.0,0.0,0.0,0.0,320.0,451.656,267.7868,393.59999999999997,79.70399999999995,207215.25624000002
437,RegionC,41.8756666667,346.924333,877.65,445.5,0.0,0.5622,439.9661,0.0,781.0721,0.0,0.0,0.0,0.0,300.0,439.9661,247.3489,388.7999996667,96.5779,196004.89755
437,RegionD,71.1476666667,389.742333,877.65,285.92,223.02,0.4293,372.3774,180.0,480.0882,0.0,0.0,0.0,0.0,900.0,192.3774,159.8616,460.88999966669996,217.5618,66326.54620800001
437,RegionE,23.574,455.326,877.65,252.67,197.08,0.2249,269.3812,220.0,328.4062,0.0,0.0,0.0,0.0,820.0,49.3812,60.5838,478.90000000000003,329.24379999999996,24706.94780399998
437,RegionF,81.7706666667,388.689333,877.65,265.97,207.46,0.2658,264.3998,220.0,297.7097,0.0,26.8559,26.8559,0.0,850.0,44.3998,70.2775,470.45999966669996,359.9403,24681.21480600001
438,RegionA,90.4356666667,312.764333,950.0,478.55,0.0,0.6212,479.0016,0.0,884.6816,0.0,0.0,0.0,0.0,350.0,479.0016,297.5558,403.1999996667,65.3184,229226.21568
438,RegionB,19.9786666667,373.621333,950.0,458.61,0.0,0.5812,451.656,0.0,870.296,0.0,0.0,0.0,0.0,320.0,451.656,262.5025,393.5999996667,79.70399999999995,207133.95816
438,RegionC,18.7766666667,370.023333,950.0,445.32,0.0,0.5511,439.9661,0.0,853.4221,0.0,0.0,0.0,0.0,300.0,439.9661,242.4653,388.7999996667,96.5779,195925.703652
438,RegionD,50.2623333333,426.727667,950.0,285.8,222.92,0.4208,381.592,180.0,541.0448,0.0,0.0,0.0,0.0,900.0,201.592,160.5739,476.9900003333,228.9552,68933.39360000001
438,RegionE,39.9933333333,427.766667,950.0,252.57,197.0,0.2204,263.115,220.0,408.415,0.0,0.0,0.0,0.0,820.0,43.115,57.9905,467.7600003333,321.585,23114.95555
438,RegionF,81.392,384.208,950.0,265.86,207.37,0.2605,242.4379,220.0,381.1259,0.0,0.0,0.0,0.0,850.0,22.4379,63.1551,465.6,348.8741,18833.140094000002
439,RegionA,68.3813333333,334.818667,1012.13,735.95,0.0,0.6079,479.0016,0.0,946.8116,0.0,0.0,0.0,0.0,350.0,479.0016,291.1851,403.2000003333,65.3184,352521.22752
439,RegionB,12.5116666667,381.088333,1012.13,705.29,0.0,0.5687,451.656,0.0,932.426,0.0,0.0,0.0,0.0,320.0,451.656,256.8568,393.5999996667,79.70399999999995,318548.46024
439,RegionC,18.3593333333,370.440667,1012.13,684.84,0.0,0.5392,439.9661,0.0,915.5521,0.0,0.0,0.0,0.0,300.0,439.9661,237.2297,388.80000033330003,96.5779,301306.383924
439,RegionD,69.3676666667,380.862333,1012.13,439.53,342.83,0.4118,356.0143,180.0,611.8499,0.0,0.0,0.0,0.0,900.0,176.0143,146.6067,450.2299996667,220.28009999999995,94769.565279
439,RegionE,49.04,441.55,1012.13,388.42,302.97,0.2157,247.3877,220.0,426.2802,0.0,0.0,0.0,0.0,820.0,27.3877,53.3615,490.59000000000003,365.8498,29436.930433999994
439,RegionF,61.2213333333,391.018667,1012.13,408.86,318.91,0.2549,243.7926,220.0,461.5778,0.0,0.0,0.0,0.0,850.0,23.7926,62.1427,452.2400003333,330.55219999999997,29516.84243599999
440,RegionA,56.5763333333,346.623667,1059.81,735.68,0.0,0.5945,479.0016,0.0,994.4916,0.0,0.0,0.0,0.0,350.0,479.0016,284.7665,403.2000003333,65.3184,352391.89708799997
440,RegionB,10.7,382.9,1059.81,705.02,0.0,0.5562,451.656,0.0,980.106,0.0,0.0,0.0,0.0,320.0,451.656,251.2111,393.59999999999997,79.70399999999995,318426.51312
440,RegionC,15.9763333333,372.823667,1059.81,684.59,0.0,0.5274,439.9661,0.0,963.2321,0.0,0.0,0.0,0.0,300.0,439.9661,232.0381,388.8000003333,96.5779,301196.392399
440,RegionD,92.425,363.625,1059.81,439.36,342.7,0.4027,356.0838,180.0,652.1498,0.0,0.0,0.0,0.0,900.0,176.0838,143.395,456.05,227.66019999999992,94762.97836800001
440,RegionE,66.5093333333,402.250667,1059.81,388.27,302.85,0.211,210.942,220.0,464.802,0.0,0.0,0.0,0.0,820.0,-9.058,44.5088,468.7600003333,375.0079999999999,15275.450339999996
440,RegionF,89.176,362.804,1059.81,408.71,318.79,0.2493,252.5664,220.0,518.3618,0.0,0.0,0.0,0.0,850.0,32.5664,62.9648,451.97999999999996,321.44819999999993,33092.61334399998
441,RegionA,35.9093333333,367.290667,1089.78,735.41,0.0,0.582,474.7752,0.0,1020.2352,0.0,0.0,0.0,0.0,350.0,474.7752,276.3192,403.20000033329995,69.54480000000001,349154.429832
441,RegionB,14.3586666667,379.241333,1089.78,704.77,0.0,0.5445,447.5302,0.0,1005.9502,0.0,0.0,0.0,0.0,320.0,447.5302,243.6802,393.5999996667,83.82979999999998,315405.859054
441,RegionC,9.3206666667,379.479333,1089.78,684.34,0.0,0.5163,435.8,0.0,989.036,0.0,0.0,0.0,0.0,300.0,435.8,225.0036,388.7999996667,100.74400000000003,298235.37200000003
441,RegionD,118.06,328.91,1089.78,439.2,342.58,0.3943,344.5519,180.0,682.2103,0.0,0.0,0.0,0.0,900.0,164.5519,135.8568,446.97,227.5697,89662.79448000001
441,RegionE,83.3,347.12,1089.78,388.13,302.74,0.2065,173.6318,220.0,505.3868,0.0,0.0,0.0,0.0,820.0,-46.3682,35.855,430.42,364.3932,788.9105339999951
441,RegionF,80.132,365.918,1089.78,408.56,318.68,0.2441,258.0497,220.0,561.3462,0.0,0.0,0.0,0.0,850.0,38.0497,62.9899,446.05,308.4338,35319.185431999984
442,RegionA,32.9653333333,364.644667,1100.0,735.16,0.0,0.5713,464.3091,0.0,1027.5356,0.0,0.0,0.0,0.0,350.0,464.3091,265.2598,397.61000033330004,72.46440000000007,341341.47795599996
442,RegionB,7.4496666667,386.150333,1100.0,704.53,0.0,0.5344,443.6856,0.0,1012.3256,0.0,0.0,0.0,0.0,320.0,443.6856,237.1056,393.5999996667,87.67439999999999,312589.81576800003
442,RegionC,2.9426666667,385.857333,1100.0,684.11,0.0,0.5068,431.9179,0.0,995.3739,0.0,0.0,0.0,0.0,300.0,431.9179,218.896,388.7999996667,104.62609999999995,295479.354569
442,RegionD,103.8666666667,288.603333,1100.0,439.05,342.46,0.387,298.9052,180.0,716.5436,0.0,0.0,0.0,0.0,900.0,118.9052,115.6763,392.4699996667,203.45640000000003,69591.52806000001
442,RegionE,85.5973333333,329.902667,1100.0,388.0,302.64,0.2027,152.7562,220.0,513.3812,0.0,0.0,0.0,0.0,820.0,-67.2438,30.9637,415.5000003333,366.61879999999996,-7311.394399999997
